"","psid","state","stateName","district","distcode","age","sex","female","rural","medwork","hhsize","comb_wt","mpce","logRsincpc"
"800",74376130202,"08","Rajasthan","28","0828",28,2,"Female","Urban",0,3,14961.3349609375,6666.66650390625,8.80487537384033
"803",55618110106,"14","Manipur","07","1407",25,1,"Male","Rural",0,8,743.924987792969,3750,8.22951126098633
"806",75908110203,"24","Gujarat","25","2425",16,1,"Male","Urban",0,8,2014.28503417969,2062.5,7.63167428970337
"809",73957110203,"09","Uttar Pradesh","10","0910",18,1,"Male","Urban",0,3,3918.080078125,5000,8.51719284057617
"812",75249120103,"06","Haryana","08","0608",22,1,"Male","Urban",1,6,2175.38500976562,1300,7.17011976242065
"814",54299220203,"10","Bihar","35","1035",17,1,"Male","Rural",0,5,6010.85498046875,1400,7.24422740936279
"815",77322110103,"27","Maharashtra","20","2720",27,1,"Male","Urban",0,3,14189.580078125,3333.33325195312,8.11172771453857
"816",54575220106,"32","Kerala","06","3206",16,2,"Female","Rural",0,6,5442.330078125,2000,7.60090255737305
"817",56068220205,"10","Bihar","19","1019",18,1,"Male","Rural",0,7,21952.3203125,857.142883300781,6.75360441207886
"824",59232110201,"28","Andhra Pradesh","03","2803",30,1,"Male","Rural",1,2,4607.2001953125,1800,7.49554204940796
"826",50865120101,"29","Karnataka","17","2917",18,1,"Male","Rural",0,1,50767.18359375,6500,8.77955722808838
"834",70427110105,"27","Maharashtra","31","2731",25,2,"Female","Urban",0,6,9605.6396484375,1666.66662597656,7.41858100891113
"837",53934110105,"27","Maharashtra","21","2721",23,1,"Male","Rural",0,7,2009.32995605469,571.428588867188,6.34813928604126
"838",71111110202,"15","Mizoram","03","1503",26,2,"Female","Urban",1,4,327,6250,8.74033641815186
"839",79023110205,"15","Mizoram","05","1505",20,2,"Female","Urban",1,7,307.464996337891,2857.14282226562,7.95757722854614
"852",77390130105,"19","West Bengal","16","1916",17,2,"Female","Urban",0,5,3671.48999023438,2000,7.60090255737305
"853",77363110104,"13","Nagaland","09","1309",27,1,"Male","Urban",0,6,857.054992675781,1666.66662597656,7.41858100891113
"855",56101230102,"27","Maharashtra","26","2726",25,2,"Female","Rural",0,5,33761.328125,1000,6.90775537490845
"861",55889220207,"22","Chhattisgarh","11","2211",17,1,"Male","Rural",1,7,7006.2001953125,1142.85717773438,7.04128646850586
"864",71131110202,"21","Odisha","17","2117",30,1,"Male","Urban",1,5,1898.29504394531,1200,7.09007692337036
"865",77929110104,"20","Jharkhand","12","2012",18,1,"Male","Urban",0,5,10200.5498046875,3900,8.26873207092285
"868",74953140102,"24","Gujarat","05","2405",30,1,"Male","Urban",1,2,13331.615234375,4000,8.29404926300049
"869",72782210104,"33","Tamil Nadu","31","3331",18,1,"Male","Urban",0,4,5033.28515625,6664,8.80447483062744
"870",57034220203,"25","Daman & Diu","01","2501",26,1,"Male","Rural",1,5,583.965026855469,2490,7.82003784179688
"871",70577130204,"15","Mizoram","03","1503",30,2,"Female","Urban",0,7,361.980010986328,2142.85717773438,7.66989517211914
"872",56629220103,"10","Bihar","14","1014",21,1,"Male","Rural",0,6,43357.44921875,1666.66662597656,7.41858100891113
"883",75438110202,"06","Haryana","18","0618",26,1,"Male","Urban",1,3,4056.05493164062,3000,8.00636768341064
"885",74308110204,"05","Uttrakhand","13","0513",17,2,"Female","Urban",0,4,1405.31994628906,3000,8.00636768341064
"886",53388210104,"28","Andhra Pradesh","03","2803",17,2,"Female","Rural",0,4,13966.78515625,2500,7.82404613494873
"889",56676110205,"19","West Bengal","14","1914",16,1,"Male","Rural",0,5,9881.5595703125,600,6.39692974090576
"895",73385130206,"09","Uttar Pradesh","15","0915",16,2,"Female","Urban",0,8,7675.5048828125,687.5,6.53306198120117
"898",79890110204,"24","Gujarat","13","2413",21,2,"Female","Urban",0,5,4068.06005859375,2000,7.60090255737305
"899",51447220203,"27","Maharashtra","11","2711",23,1,"Male","Rural",0,3,19983.08984375,1666.66662597656,7.41858100891113
"900",51644110103,"08","Rajasthan","09","0809",22,1,"Male","Rural",0,5,4459.91015625,800,6.68461179733276
"902",51672120108,"09","Uttar Pradesh","65","0965",26,1,"Male","Rural",1,9,1798.14501953125,666.666687011719,6.50229024887085
"904",56156120101,"36","Telangana","03","3603",30,1,"Male","Rural",1,3,2362.26489257812,1666.66662597656,7.41858100891113
"911",51373210104,"36","Telangana","03","3603",20,1,"Male","Rural",0,4,20762.615234375,1000,6.90775537490845
"919",79922110203,"12","Arunachal Pradesh","06","1206",22,2,"Female","Urban",0,6,403.5,1083.33337402344,6.98779821395874
"920",57521110103,"21","Odisha","24","2124",30,1,"Male","Rural",1,6,3795.31005859375,1500,7.31322050094604
"925",70337130201,"29","Karnataka","06","2906",28,1,"Male","Urban",1,3,4497.044921875,3400,8.13153076171875
"929",77900110203,"27","Maharashtra","09","2709",20,2,"Female","Urban",0,6,3736.1298828125,883.333312988281,6.78370237350464
"931",75348110103,"33","Tamil Nadu","22","3322",22,1,"Male","Urban",0,4,4068.1201171875,3541.5,8.17230606079102
"936",51796210103,"33","Tamil Nadu","09","3309",18,1,"Male","Rural",0,4,26137.599609375,2938.5,7.98565435409546
"940",71560110205,"11","Sikkim","04","1104",26,2,"Female","Urban",0,6,477.695007324219,1666.66662597656,7.41858100891113
"941",54550130203,"20","Jharkhand","13","2013",21,1,"Male","Rural",0,3,35473.05859375,1666.66662597656,7.41858100891113
"948",59204120202,"12","Arunachal Pradesh","05","1205",30,2,"Female","Rural",0,3,723.280029296875,3833.33325195312,8.25148963928223
"950",74342110103,"05","Uttrakhand","13","0513",18,1,"Male","Urban",0,5,5678.9150390625,3000,8.00636768341064
"955",57805120102,"18","Assam","23","1823",30,1,"Male","Rural",1,4,3950.44506835938,1000,6.90775537490845
"959",58531220102,"10","Bihar","17","1017",16,1,"Male","Rural",0,5,16101.1748046875,1000,6.90775537490845
"960",55523220204,"14","Manipur","04","1404",25,2,"Female","Rural",0,8,801.330017089844,750,6.62007331848145
"965",58731220102,"33","Tamil Nadu","20","3320",16,2,"Female","Rural",0,3,8953.35546875,2933.33325195312,7.98389482498169
"974",57955220104,"03","Punjab","16","0316",20,2,"Female","Rural",0,6,8156.955078125,2500,7.82404613494873
"980",57961120201,"29","Karnataka","12","2912",28,1,"Male","Rural",1,5,3953.46997070312,1100,7.00306558609009
"983",79892140106,"23","Madhya Pradesh","34","2334",16,2,"Female","Urban",1,8,9209.71484375,1250,7.13089895248413
"985",52140110204,"09","Uttar Pradesh","23","0923",19,2,"Female","Rural",0,8,9271.8896484375,875,6.77422380447388
"986",51055120204,"33","Tamil Nadu","13","3313",16,2,"Female","Rural",0,5,1866.27001953125,3050,8.0228967666626
"988",73557110105,"10","Bihar","26","1026",21,1,"Male","Urban",0,6,3048.82006835938,1333.33337402344,7.19543743133545
"992",52237110203,"28","Andhra Pradesh","07","2807",27,1,"Male","Rural",1,4,4691.240234375,1717.5,7.44862508773804
"996",73342130206,"09","Uttar Pradesh","06","0906",19,2,"Female","Urban",0,7,3452.919921875,1714.28576660156,7.44675159454346
"997",56042110204,"12","Arunachal Pradesh","01","1201",18,1,"Male","Rural",0,4,866.400024414062,3900,8.26873207092285
"998",75236120103,"27","Maharashtra","09","2709",19,1,"Male","Urban",0,4,3352.44995117188,5000,8.51719284057617
"1006",55673220203,"32","Kerala","06","3206",16,2,"Female","Rural",0,4,6401.73486328125,1000,6.90775537490845
"1007",50545110203,"13","Nagaland","01","1301",19,1,"Male","Rural",0,5,909.099975585938,1000,6.90775537490845
"1009",72534110103,"33","Tamil Nadu","31","3331",20,1,"Male","Urban",0,4,11896.724609375,12462.5,9.43047904968262
"1010",51341130104,"22","Chhattisgarh","06","2206",19,2,"Female","Rural",0,5,35891.1484375,1000,6.90775537490845
"1012",77461120101,"29","Karnataka","18","2918",26,1,"Male","Urban",1,2,3475.4951171875,7000,8.85366535186768
"1013",77523130101,"09","Uttar Pradesh","19","0919",26,1,"Male","Urban",1,3,1651.9599609375,1666.66662597656,7.41858100891113
"1021",59238130104,"22","Chhattisgarh","09","2209",25,2,"Female","Rural",1,6,2727.71508789062,850,6.74523639678955
"1023",56903130103,"09","Uttar Pradesh","10","0910",24,2,"Female","Rural",0,5,17323.359375,1000,6.90775537490845
"1027",57984130102,"09","Uttar Pradesh","16","0916",28,2,"Female","Rural",0,5,25908.240234375,1200,7.09007692337036
"1033",52728130102,"10","Bihar","07","1007",28,2,"Female","Rural",0,3,14780.169921875,833.333312988281,6.72543382644653
"1038",74385120102,"08","Rajasthan","01","0801",29,1,"Male","Urban",1,3,2808.9951171875,4333.33349609375,8.37409210205078
"1040",51826210105,"08","Rajasthan","12","0812",18,2,"Female","Rural",0,7,42822.42578125,1428.57141113281,7.26443004608154
"1047",71102130401,"21","Odisha","17","2117",22,2,"Female","Urban",0,1,954.60498046875,10000,9.21034049987793
"1048",57483230102,"06","Haryana","21","0621",27,2,"Female","Rural",0,4,30550.880859375,1000,6.90775537490845
"1049",70270120109,"27","Maharashtra","30","2730",28,2,"Female","Urban",0,11,8092.58984375,1363.63635253906,7.2179102897644
"1056",73179110214,"27","Maharashtra","19","2719",28,2,"Female","Urban",0,16,9804.51953125,1125,7.02553844451904
"1058",77759140102,"08","Rajasthan","02","0802",30,2,"Female","Urban",0,4,8346.7451171875,1500,7.31322050094604
"1059",51783120102,"21","Odisha","21","2121",25,1,"Male","Rural",1,2,1516.18505859375,900,6.80239486694336
"1066",77390110203,"19","West Bengal","16","1916",16,2,"Female","Urban",0,4,1223.82995605469,3000,8.00636768341064
"1069",56628120407,"01","Jammu & Kashmir","15","0115",30,1,"Male","Rural",0,9,2351.080078125,1666.66662597656,7.41858100891113
"1074",53807220103,"03","Punjab","20","0320",20,1,"Male","Rural",0,3,5636.490234375,5000,8.51719284057617
"1077",77551110104,"09","Uttar Pradesh","28","0928",25,2,"Female","Urban",0,5,11563.724609375,1200,7.09007692337036
"1078",57726110104,"27","Maharashtra","18","2718",22,1,"Male","Rural",1,5,7361.9951171875,2400,7.78322410583496
"1081",51431220202,"09","Uttar Pradesh","56","0956",30,2,"Female","Rural",0,7,14001.080078125,1714.28576660156,7.44675159454346
"1103",51491210102,"33","Tamil Nadu","21","3321",28,1,"Male","Rural",1,4,28265.8203125,1550,7.34601020812988
"1104",70055140102,"33","Tamil Nadu","08","3308",21,1,"Male","Urban",1,2,8703.8701171875,2500,7.82404613494873
"1105",70134110205,"01","Jammu & Kashmir","14","0114",17,2,"Female","Urban",0,5,2484.30493164062,2865.60009765625,7.96053314208984
"1106",51463220203,"09","Uttar Pradesh","38","0938",25,2,"Female","Rural",1,6,17428.955078125,1375,7.22620916366577
"1108",54917230104,"06","Haryana","19","0619",16,1,"Male","Rural",0,9,37256.87109375,888.888916015625,6.78997230529785
"1111",73792120103,"01","Jammu & Kashmir","21","0121",25,2,"Female","Urban",0,4,1820.21496582031,2500,7.82404613494873
"1112",53194130204,"29","Karnataka","26","2926",16,2,"Female","Rural",0,7,28206.48046875,571.428588867188,6.34813928604126
"1115",70340110204,"28","Andhra Pradesh","08","2808",22,2,"Female","Urban",0,6,575.344970703125,2500,7.82404613494873
"1122",79203110103,"20","Jharkhand","08","2008",25,1,"Male","Urban",0,9,469.494995117188,1166.66662597656,7.06190586090088
"1123",51319110103,"22","Chhattisgarh","08","2208",30,1,"Male","Rural",1,9,9094.2001953125,544.444458007812,6.29976606369019
"1124",77362120102,"14","Manipur","06","1406",28,2,"Female","Urban",0,3,1170.82495117188,5000,8.51719284057617
"1130",73390110103,"01","Jammu & Kashmir","10","0110",17,1,"Male","Urban",0,5,1380.26000976562,1470,7.29301786422729
"1133",57345130402,"05","Uttrakhand","06","0506",16,1,"Male","Rural",0,4,3348.10009765625,1750,7.46737098693848
"1135",56103120103,"23","Madhya Pradesh","21","2321",22,1,"Male","Rural",1,5,4071.23510742188,1000,6.90775537490845
"1139",52073120101,"22","Chhattisgarh","26","2226",28,1,"Male","Rural",1,2,3317.705078125,4000,8.29404926300049
"1140",77947120206,"36","Telangana","05","3605",30,1,"Male","Urban",1,6,14248.78515625,4166.66650390625,8.33487129211426
"1149",70599130103,"32","Kerala","08","3208",16,2,"Female","Urban",0,4,1816.18505859375,2500,7.82404613494873
"1150",53372130105,"22","Chhattisgarh","18","2218",23,1,"Male","Rural",1,6,39386.13671875,416.666656494141,6.03228664398193
"1151",51070120303,"23","Madhya Pradesh","26","2326",18,1,"Male","Rural",0,5,4849.705078125,1600,7.37775897979736
"1152",59245220205,"08","Rajasthan","14","0814",18,2,"Female","Rural",0,5,12875.2001953125,1500,7.31322050094604
"1154",56534110103,"22","Chhattisgarh","05","2205",17,1,"Male","Rural",0,4,3676.2548828125,2000,7.60090255737305
"1155",70278120205,"08","Rajasthan","10","0810",23,2,"Female","Urban",0,5,2736.09497070312,1600,7.37775897979736
"1158",73429110204,"08","Rajasthan","14","0814",20,1,"Male","Urban",0,5,6422.85009765625,2000,7.60090255737305
"1166",59111120102,"27","Maharashtra","21","2721",25,1,"Male","Rural",1,4,4175.21484375,2500,7.82404613494873
"1173",51086110204,"08","Rajasthan","33","0833",20,1,"Male","Rural",0,6,10788.73046875,1000,6.90775537490845
"1177",57496120203,"33","Tamil Nadu","27","3327",26,2,"Female","Rural",0,3,1603.54504394531,2600,7.86326694488525
"1183",50764220104,"24","Gujarat","02","2402",17,2,"Female","Rural",0,9,7622.4248046875,1222.22216796875,7.10842609405518
"1184",75470130203,"10","Bihar","01","1001",20,1,"Male","Urban",0,5,5601.64013671875,2000,7.60090255737305
"1186",77304130201,"28","Andhra Pradesh","11","2811",24,1,"Male","Urban",1,1,9979.525390625,5000,8.51719284057617
"1187",52609120302,"02","Himachal Pradesh","07","0207",17,2,"Female","Rural",0,2,873.900024414062,2750,7.91935634613037
"1190",56028120207,"24","Gujarat","02","2402",17,2,"Female","Rural",0,8,4094.080078125,1250,7.13089895248413
"1193",51015120204,"27","Maharashtra","18","2718",21,2,"Female","Rural",0,5,1382.24499511719,800,6.68461179733276
"1197",73599120206,"17","Meghalaya","01","1701",18,2,"Female","Urban",0,6,914.075012207031,1666.66662597656,7.41858100891113
"1200",75447130203,"27","Maharashtra","01","2701",18,1,"Male","Urban",1,4,2417.5,1500,7.31322050094604
"1203",55688210104,"01","Jammu & Kashmir","15","0115",17,2,"Female","Rural",0,7,3810.42993164062,2806.71435546875,7.93976974487305
"1206",75974130102,"14","Manipur","06","1406",26,2,"Female","Urban",0,3,545.140014648438,2666.66674804688,7.88858461380005
"1208",54465120204,"33","Tamil Nadu","06","3306",22,2,"Female","Rural",0,4,3239.34497070312,1875,7.53636407852173
"1210",59624130101,"18","Assam","19","1819",30,1,"Male","Rural",1,3,8356.240234375,1166.66662597656,7.06190586090088
"1216",70535120108,"09","Uttar Pradesh","33","0933",28,2,"Female","Urban",0,10,6968.4150390625,800,6.68461179733276
"1218",50953110102,"28","Andhra Pradesh","12","2812",28,2,"Female","Rural",1,3,4663.2998046875,833.333312988281,6.72543382644653
"1219",74007140205,"08","Rajasthan","15","0815",23,1,"Male","Urban",1,6,5659.60009765625,2000,7.60090255737305
"1221",59834120103,"10","Bihar","20","1020",30,2,"Female","Rural",0,3,2857.17993164062,3333.33325195312,8.11172771453857
"1225",77892120205,"27","Maharashtra","22","2722",18,1,"Male","Urban",0,5,9214.349609375,3000,8.00636768341064
"1227",57739120303,"09","Uttar Pradesh","44","0944",30,2,"Female","Rural",0,4,11149.4951171875,3000,8.00636768341064
"1228",59870120203,"09","Uttar Pradesh","24","0924",21,1,"Male","Rural",1,8,4656.1201171875,1250,7.13089895248413
"1237",57137120102,"19","West Bengal","15","1915",17,1,"Male","Rural",0,2,1783.43505859375,1250,7.13089895248413
"1242",55581210109,"01","Jammu & Kashmir","02","0102",27,1,"Male","Rural",1,10,8216.7646484375,2000,7.60090255737305
"1250",79577120108,"29","Karnataka","03","2903",19,2,"Female","Urban",0,10,1736.07495117188,1320,7.185387134552
"1259",53491120103,"23","Madhya Pradesh","19","2319",22,1,"Male","Rural",1,5,5356.26513671875,1400,7.24422740936279
"1263",59053120203,"16","Tripura","01","1601",18,1,"Male","Rural",0,4,109.044998168945,2000,7.60090255737305
"1267",77758140102,"19","West Bengal","04","1904",23,1,"Male","Urban",1,3,7457.0400390625,2666.66674804688,7.88858461380005
"1270",57840120205,"08","Rajasthan","25","0825",17,2,"Female","Rural",0,6,2345.34008789062,1666.66662597656,7.41858100891113
"1273",52183110102,"29","Karnataka","17","2917",28,1,"Male","Rural",1,5,10179.2001953125,1800,7.49554204940796
"1293",54289210108,"09","Uttar Pradesh","13","0913",22,2,"Female","Rural",0,9,42330.01953125,2222.22216796875,7.70626306533813
"1294",77318130103,"28","Andhra Pradesh","04","2804",20,2,"Female","Urban",0,4,6219.75,3825,8.24931335449219
"1299",75697110103,"28","Andhra Pradesh","03","2803",23,1,"Male","Urban",1,4,3489.7548828125,3000,8.00636768341064
"1301",71114120203,"07","Delhi","01","0701",27,1,"Male","Urban",1,3,2037.55004882812,6666.66650390625,8.80487537384033
"1302",54123120205,"20","Jharkhand","19","2019",21,2,"Female","Rural",0,8,4412.4599609375,3750,8.22951126098633
"1303",52415210106,"15","Mizoram","04","1504",19,2,"Female","Rural",0,7,1455.97497558594,1714.28576660156,7.44675159454346
"1307",74744210104,"20","Jharkhand","19","2019",25,1,"Male","Urban",1,7,4587.80517578125,1142.85717773438,7.04128646850586
"1309",73103210104,"21","Odisha","05","2105",24,2,"Female","Urban",0,5,2783.06005859375,1600,7.37775897979736
"1314",58594110103,"08","Rajasthan","27","0827",21,1,"Male","Rural",0,5,15091.1845703125,1200,7.09007692337036
"1318",57013110103,"08","Rajasthan","02","0802",24,1,"Male","Rural",0,7,6070.205078125,2142.85717773438,7.66989517211914
"1320",53052120110,"19","West Bengal","13","1913",26,2,"Female","Rural",0,14,1698.79504394531,857.142883300781,6.75360441207886
"1321",54109220105,"18","Assam","27","1827",18,1,"Male","Rural",0,6,5757.35986328125,1428.33337402344,7.26426362991333
"1328",71077130201,"10","Bihar","34","1034",18,1,"Male","Urban",0,1,6554.865234375,3500,8.16051864624023
"1332",75606140104,"10","Bihar","28","1028",16,1,"Male","Urban",0,7,3229.11499023438,500,6.21460819244385
"1337",59058230103,"09","Uttar Pradesh","02","0902",18,1,"Male","Rural",0,6,100997.8828125,800,6.68461179733276
